createur,voie,commanditaire,page_annonceuse,debut_diffusion,plateformes,ad_id,extrait,page_facebook
cafés,vocabulaire de collaboration,Gervais (Danone),On Air Fitness Le pré Saint Gervais,2025-08-24,facebook | instagram | audience_network | messenger | threads,674260582342452,"...le sport. Tu l’apprécies.  🥊 Boxe 🔥 Cross training 🚴 Cardio dernière génération 💪 Musculation guidée & charges libres 🧘 Zone abdos 👑 Espace femme  Et après l’effort ? Détends-toi au On Air Café, un espace exclusif avec cafés de qualité & snacks équilibrés ☕  📍17 Rue d’Estienne d’Orves – Le Pré-Saint-Gervais 🔥 Frais d’inscription GRATUITS",https://www.facebook.com/566623209866592
Barthelemy,compte connu du registre,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-08-21,instagram,1086834807364117,"🌿⛪Sacrées chapelles – À la découverte de la chapelle de Champel  Situé sur l’ancienne voie romaine menant au col de Voza, le hameau de Champel occupe une position stratégique face au bourg de Saint-Nicolas-de-Véroce.  Fondée et édifiée en 1661 par la famille de Pierre Rosset mais la chapelle de Champel est rapidement tombée en ruines et a du être reconstruite en 1700.  Elle est dédiée à Notre Dame",https://www.facebook.com/415081165201286
Barthelemy,compte connu du registre,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-08-21,facebook | instagram | audience_network | messenger,2295273077914422,"🌿⛪Sacrées chapelles – À la découverte de la chapelle de Champel  Situé sur l’ancienne voie romaine menant au col de Voza, le hameau de Champel occupe une position stratégique face au bourg de Saint-Nicolas-de-Véroce.  Fondée et édifiée en 1661 par la famille de Pierre Rosset mais la chapelle de Champel est rapidement tombée en ruines et a du être reconstruite en 1700.  Elle est dédiée à Notre Dame",https://www.facebook.com/415081165201286
l’écoulement,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-08-07,instagram,2111743623031514,"...ade entre patrimoine et nature. La chapelle de Bionnay se situe dans le hameau du même nom, au départ de la route qui mène à Bionnassay.   Édifiée une première fois en 1623, elle a survécu à la catastrophe provoquée par l’écoulement du glacier de Tête Rousse, qui a emporté sur son passage tout le hameau, à l’exception de la chapelle et de l’école de Bionnay.  Un édifice culturel et historique à ne pas manquer ! Et pour s’y rendre, on emprunte le sentier du Val Montjoie jusqu’à Bionnay. Pendant la balade on longe le Bonnant, passe par",https://www.facebook.com/415081165201286
enceintes,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-08-04,facebook | instagram | audience_network | messenger,2099754300898117,"...‍♀️  La Piscine de Saint-Gervais Mont-Blanc vous accueille dans un cadre exceptionnel, face aux majestueux sommets des Dômes de Miage. ✨   La où le plaisir et le bien-être se rencontrent : du bassin de nage de 25 m avec enceintes immergées, au bassin ludique familial en passant par la pataugeoire avec jeux d’eau pour les plus petits. Profitez d'activités pour tous :  ✔️ Bébés plouf (de 6 mois à 3 ans) ✔️ Cours de natation enfants et adultes ✔️ Aquagym & Aqua cardio sculpt ✔️ Aquabike ✔️ Circuit Training aquatique ✔️ Activités adaptées",https://www.facebook.com/415081165201286
jeux,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-08-04,facebook | instagram | audience_network | messenger,2099754300898117,"...el, face aux majestueux sommets des Dômes de Miage. ✨   La où le plaisir et le bien-être se rencontrent : du bassin de nage de 25 m avec enceintes immergées, au bassin ludique familial en passant par la pataugeoire avec jeux d’eau pour les plus petits. Profitez d'activités pour tous :  ✔️ Bébés plouf (de 6 mois à 3 ans) ✔️ Cours de natation enfants et adultes ✔️ Aquagym & Aqua cardio sculpt ✔️ Aquabike ✔️ Circuit Training aquatique ✔️ Activités adaptées aux seniors  ☕ Sur place : boissons fraîches et chaudes, confiseries et fontaine à",https://www.facebook.com/415081165201286
Emma,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-07-22,facebook,1052658813896875,"...août prochain, nous avons le plaisir de recevoir Lorenzo Giusti, historien de l'art et directeur du musée GAMEC de Bergame (IT) pour une  conférence autour de son projet ""Penser comme une montagne"" en conversation avec Emma Legrand et Laurène Maréchal. 🖼️   Lorenzo Giusti présente le projet artistique « Penser comme une montagne », initié dans la vallée d’Orobie (IT) et inspiré de l’ouvrage d’Aldo Léopold du même titre. Les artistes participants explorent les relations entre humains, paysages et autres espèces, en dialogue avec les c",https://www.facebook.com/415081165201286
l’écoulement,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-07-20,facebook | instagram | audience_network | messenger,1563678371772026,"...ade entre patrimoine et nature. La chapelle de Bionnay se situe dans le hameau du même nom, au départ de la route qui mène à Bionnassay.   Édifiée une première fois en 1623, elle a survécu à la catastrophe provoquée par l’écoulement du glacier de Tête Rousse, qui a emporté sur son passage tout le hameau, à l’exception de la chapelle et de l’école de Bionnay.  Un édifice culturel et historique à ne pas manquer ! Et pour s’y rendre, on emprunte le sentier du Val Montjoie jusqu’à Bionnay. Pendant la balade on longe le Bonnant, passe par",https://www.facebook.com/415081165201286
@planglacier,pseudo ecrit tel quel,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-07-01,instagram,1032414043071879,"La tournée des refuges – Épisode 5 : Le refuge @planglacier 🏔  Solidement accroché à son rocher, à la frontière entre la montagne et la haute montagne, le refuge de Plan Glacier domine la vallée de miage en compagnie des bouquetins et offre une vue imprenable sur la face nord des Domes de Miage ou les montagnes environnantes. 🏞  Accessible via deux somptueuses rand",https://www.facebook.com/415081165201286
l’itinéraire,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-06-04,facebook,1503077914619285,"Pour sa 39ᵉ édition, la course retrouve son tracé d’origine et renoue avec l’itinéraire historique qui a fait sa réputation. 🔥  Au départ du Parc Thermal du Fayet, les coureurs s’élanceront pour une ascension exigeante jusqu’au Nid d’Aigle, au cœur des paysages de Saint-Gervais Mont-Blanc. Une édition particulière qui marque aussi les 40 ans de la création de la course.   📍 Départ : Parc Ther",https://www.facebook.com/415081165201286
l’itinéraire,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-06-03,facebook,1443070447857932,"Pour sa 39ᵉ édition, la course retrouve son tracé d’origine et renoue avec l’itinéraire historique qui a fait sa réputation. 🔥  Au départ du Parc Thermal du Fayet, les coureurs s’élanceront pour une ascension exigeante jusqu’au Nid d’Aigle, au cœur des paysages de Saint-Gervais Mont-Blanc. Une édition particulière qui marque aussi les 40 ans de la création de la course.   📍 Départ : Parc Ther",https://www.facebook.com/415081165201286
toboggan,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-06-01,facebook | instagram | audience_network | messenger | whatsapp | threads,27155733490728275,"Bassins de nage et ludiques, espace extérieur avec toboggan en été, pataugeoire pour les petits et espace bien-être avec sauna, hammam et solarium… il y en a pour toute la famille ! 🏊‍♀️☀️ Des sentiers balisés pour tous les niveaux, des paysages grandioses face au Mont-Blanc et une nature exceptionnelle à découvrir tout l’été. 🥾☀️ Prenez de la hauteur à Saint-Gervais M",https://www.facebook.com/415081165201286
sauna,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-06-01,facebook | instagram | audience_network | messenger | whatsapp | threads,27155733490728275,"Bassins de nage et ludiques, espace extérieur avec toboggan en été, pataugeoire pour les petits et espace bien-être avec sauna, hammam et solarium… il y en a pour toute la famille ! 🏊‍♀️☀️ Des sentiers balisés pour tous les niveaux, des paysages grandioses face au Mont-Blanc et une nature exceptionnelle à découvrir tout l’été. 🥾☀️ Prenez de la hauteur à Saint-Gervais Mont-Blanc. Le temps d’une pause, d’une nuit ou d’une aventure en monta",https://www.facebook.com/415081165201286
piscine,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-06-02,facebook | instagram | audience_network | whatsapp | threads,1013377754393858,"...c, découvrez l’hôtel Les 2 Gares. Rénové en 2022, il offre une atmosphère conviviale et paisible, avec une décoration moderne qui en fait un véritable cocon pour les voyageurs. L’hôtel dispose d’un espace bien-être avec piscine, jacuzzi et sauna, ainsi que d’un bar et d’une salle de jeux pour petits et grands. 😍  Au programme : un petit-déjeuner gourmand avec des produits faits maison, quiches et gâteaux aux fruits de saison pour bien démarrer la journée. Ensuite, direction Bellevue en prenant le Tramway du Mont-Blanc, puis place à la",https://www.facebook.com/415081165201286
l’itinéraire,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-05-28,facebook,4367690943471597,"Pour sa 39ᵉ édition, la course retrouve son tracé d’origine et renoue avec l’itinéraire historique qui a fait sa réputation. 🔥  Au départ du Parc Thermal du Fayet, les coureurs s’élanceront pour une ascension exigeante jusqu’au Nid d’Aigle, au cœur des paysages de Saint-Gervais Mont-Blanc. Une édition particulière qui marque aussi les 40 ans de la création de la course.   📍 Départ : Parc Ther",https://www.facebook.com/415081165201286
l’itinéraire,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-05-26,facebook | instagram | audience_network | messenger | threads,1017420747366710,"Pour sa 39ᵉ édition, la course retrouve son tracé d’origine et renoue avec l’itinéraire historique qui a fait sa réputation. 🔥  Au départ du Parc Thermal du Fayet, les coureurs s’élanceront pour une ascension exigeante jusqu’au Nid d’Aigle, au cœur des paysages de Saint-Gervais Mont-Blanc. Une édition particulière qui marque aussi les 40 ans de la création de la course.   📍 Départ : Parc Ther",https://www.facebook.com/415081165201286
Mountain,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-04-27,facebook | instagram | audience_network | messenger,1450256526840419,"📅 Samedi 2 mai 2026 : grande journée de nettoyage 💪 📍 Le Fayet • Saint-Gervais • Le Bettex • Saint-Nicolas de Véroce  Objectif : une montagne zéro déchet sauvage d’ici 2030 En équipe avec Mountain Riders, mobilisons-nous pour préserver nos paysages !  📍 Le Fayet & Saint-Gervais 🕗 8h00 : RDV devant le bureau de l’état civil du Fayet 👉 Pensez à prendre un cabas et des gants 🕣 8h30 – 11h45 : Ramassage des déchets sur les sites localisés 🕦 11h45 – 12h30 : Rassemblement à l’esplanade Mairie Paradis ➡️ Tri &",https://www.facebook.com/415081165201286
Mountain,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-04-21,facebook,1990555668211308,"📅 Samedi 2 mai 2026 : grande journée de nettoyage 💪 📍 Le Fayet • Saint-Gervais • Le Bettex • Saint-Nicolas de Véroce  Objectif : une montagne zéro déchet sauvage d’ici 2030  En équipe avec Mountain Riders, mobilisons-nous pour préserver nos paysages !  📍 Le Fayet & Saint-Gervais 🕗 8h00 : RDV devant le bureau de l’état civil du Fayet 👉 Pensez à prendre un cabas et des gants  🕣 8h30 – 11h45 : Ramassage des déchets sur les sites localisés 🕦 11h45 – 12h30 : Rassemblement à l’esplanade Mairie Paradis ➡️ Tri &",https://www.facebook.com/415081165201286
celles,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-04-09,facebook | messenger,1225881962665003,"L’histoire du secours en montagne, d’hier à aujourd’hui, racontée par celles et ceux qui le vivent au quotidien. ⛰️  Une exposition immersive à découvrir à la Maison forte de Hautetour.",https://www.facebook.com/415081165201286
celles,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-04-09,instagram,793509670495777,"L’histoire du secours en montagne, d’hier à aujourd’hui, racontée par celles et ceux qui le vivent au quotidien. ⛰️ Une exposition immersive à découvrir à la Maison forte de Hautetour.",https://www.facebook.com/415081165201286
réalisateurs,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-04-01,facebook,875310638853826,"...s forêts européennes aux territoires sauvages d’Amérique du Sud, un véritable voyage au cœur du vivant !  📅 Au programme :  👉 Une sélection de films en compétition internationale 👉 Des rencontres et temps d’échange avec réalisateurs, scientifiques et passionnés du monde naturel  👉 Des conférences autour des grands enjeux environnementaux 👉 Des animations, sorties sur le terrain et ateliers pour prolonger l’expérience au-delà de la salle de cinéma  Le nouveau rendez-vous du printemps à ne pas manquer pour célébrer la beauté et la riche",https://www.facebook.com/415081165201286
réalisateurs,vocabulaire de collaboration,Gervais (Danone),Saint-Gervais Mont-Blanc,2026-03-03,facebook,931327763190319,"...s forêts européennes aux territoires sauvages d’Amérique du Sud, un véritable voyage au cœur du vivant !  📅 Au programme :  👉 Une sélection de films en compétition internationale 👉 Des rencontres et temps d’échange avec réalisateurs, scientifiques et passionnés du monde naturel  👉 Des conférences autour des grands enjeux environnementaux 👉 Des animations, sorties sur le terrain et ateliers pour prolonger l’expérience au-delà de la salle de cinéma  Le nouveau rendez-vous du printemps à ne pas manquer pour célébrer la beauté et la riche",https://www.facebook.com/415081165201286
